title,date,url,description,source,section,scrape_time
珠海車撞人︱兇手樊維秋今日被執行死刑  慘案致35死43傷,2025-01-20 14:35:18,https://std.stheadline.com/realtime/article/2048177/即時-中國-珠海車撞人︱兇手樊維秋今日被執行死刑-慘案致35死43傷,"央視報道，今天，廣東省珠海市中級人民法院遵照最高人民法院下達的執行死刑命令，對樊維秋執行死刑。珠海市人民檢察院依法派員臨場監督。珠海市去年11月發生越野車故意撞人事件，導致35人死亡、43人受傷。

相關新聞：珠海車撞人︱公安通報35死43傷 疑犯自殘割頸昏迷

樊維秋不滿離婚財產分割結果犯案

2024年12月27日，珠海市中級人民法院以以危險方法危害公共安全罪判處樊維秋死刑，剝奪政治權利終身。宣判後樊維秋服判，廣東省高級人民法院複核後報請最高人民法院核准，最高人民法院經復核依法核准樊維秋死刑。",singtao,greater_china,2025-01-20 20:21
滙豐及渣打推「見證開戶」服務 港人毋須親身往內地也可開戶,2025-01-20 14:32:18,https://std.stheadline.com/realtime/article/2048176/即時-財經-滙豐及渣打推-見證開戶-服務-港人毋須親身往內地也可開戶,"滙豐及渣打宣布推出「見證開戶」服務，讓香港居民更輕鬆開立內地銀行戶口。滙豐由今日（20日）起，合資格個人客戶可透過香港分行提供的見證開戶服務，遙距申請開立滙豐中國大灣區人民幣II類結算戶口。同時，渣打香港亦宣布推出大灣區見證開戶服務，本港居民可在渣打香港指定分行以代理見證方式開立渣打中國個人銀行結算賬戶。

滙豐：費用全免 無結餘要求

滙豐指出，年滿18歲、持有香港永久性居民身份證及回鄉證等有效證件的客戶，均可預約前往22間指定的香港分行辦理見證開戶手續；而開立滙豐中國大灣區人民幣II類結算戶口費用全免，亦無最低結餘要求，客戶每日最多轉入、存入及向商戶付款10,000元人民幣，全年上限人20",singtao,finance,2025-01-20 20:22
中央政治局召開會議  「要樹立和踐行正確政績觀」,2025-01-20 14:26:19,https://std.stheadline.com/realtime/article/2048175/即時-中國-中央政治局召開會議-要樹立和踐行正確政績觀,"新華社報道，中共中央政治局今日（20日）召開會議，審議《中央政治局常委會聽取和研究全國人大常委會、國務院、全國政協、最高人民法院、最高人民檢察院黨組工作匯報和中央書記處工作報告的綜合情況報告》《關於全面推動黃河流域生態保護和高質量發展的意見》。中共中央總書記習近平主持會議。

會議認為，過去一年，5家黨組堅持以習近平新時代中國特色社會主義思想為指導，堅定維護黨中央權威和集中統一領導，強化使命擔當，扎實履職盡責，加強黨組自身建設，認真履行全面從嚴治黨主體責任，為以中國式現代化全面推進強國建設、民族復興偉業作出新貢獻。中央書記處在中央政治局、中央政治局常委會領導下，履職盡責、積極作為，在推動黨中央",singtao,greater_china,2025-01-20 20:21
四川、西藏、青海、新疆4省區地震   最高4.9級暫無人員傷亡報告,2025-01-20 14:21:19,https://std.stheadline.com/realtime/article/2048174/即時-中國-四川-西藏-青海-新疆4省區地震-最高4-9級暫無人員傷亡報告,"中國地震台網表示，青海、西藏、四川、新疆周一（20日）相繼發生地震。其中，青海玉樹州治多縣在1小時內發生2次地震，震級分別為3.8級和3.1級。西藏日喀則市定結縣地震規模為3.3級。四川阿壩州紅原縣地震震級為4.9級。新疆阿克蘇地區庫車市地震規模為4.1級。上述地震均未接獲人員傷亡消息。

相關新聞：西藏日喀則市2分鐘兩地震 最高達5級",singtao,greater_china,2025-01-20 20:21
黃金海灣·珀岸成最暢銷新盤 2日共售224伙 用家投資客齊追捧 發展商：積極考慮加推,2025-01-20 14:15:00,https://std.stheadline.com/realtime/article/2047834/即時-地產-黃金海灣-珀岸成最暢銷新盤-2日共售224伙-用家投資客齊追捧-發展商-積極考慮加推,,singtao,property,2025-01-20 20:22
阿里旗下速賣通強攻非洲市場 擬擴大本幣支付範圍,2025-01-20 14:08:19,https://std.stheadline.com/realtime/article/2048171/即時-財經-阿里旗下速賣通強攻非洲市場-擬擴大本幣支付範圍,"阿里巴巴（9988）旗下跨境電商平台速賣通（Alipress）近日宣布，繼去年支持肯尼亞的M-Pesa和尼日利亞的Opay、verve銀行卡等電子支付方式後，今年2月將進一步擴大非洲市場本地貨幣支付範圍，包括埃及、阿爾及利亞、摩洛哥、埃塞俄比亞、坦桑尼亞、南非及烏干達等多個國家。

訂單最快10天內送達

速賣通過去一年在非洲區域持續投入，肯尼亞、尼日利亞、摩洛哥等國家的訂單最快可在10天內送達，並在埃塞俄比亞等國設置了國家展廳，批發類客戶可直接到線下展廳選品和下單；同時，速賣通和非洲電信運營商、支付運營商等合作，提供定制化的電商一體化解決方案。",singtao,finance,2025-01-20 20:22
網紅狗「艾特」遭綁嘴沖涼暴斃  惹火馴狗師被網民圍剿,2025-01-20 14:05:49,https://std.stheadline.com/realtime/article/2048166/即時-中國-網紅狗-艾特-遭綁嘴沖涼暴斃-惹火馴狗師被網民圍剿,"內地有粉絲超過1600萬，屢遭虐狗質疑的網紅馴狗師潘宏，日前綁著其網紅狗「艾特」嘴部，直播為牠沖涼，期間「艾特」暴卒，引發網民怒斥潘宏有「殺狗」之嫌，因綁嘴令「艾特」受驚、不能散熱及難以呼吸。潘宏凌晨發文就事件道歉。事件成為微博熱搜首位。

潘宏擁1600萬粉絲

據內媒及網上消息，多次被網民質疑訓狗方式粗暴，有虐狗之嫌的潘宏，日前直播為阿拉斯加犬「艾特」在寵物店沖涼的過。",singtao,greater_china,2025-01-20 20:21
特朗普2.0 | 甘迺迪遇刺等3大世紀懸案 特朗普承諾公開機密檔案,2025-01-20 14:01:39,https://std.stheadline.com/realtime/article/2048169/即時-國際-特朗普2-0-甘迺迪遇刺等3大世紀懸案-特朗普承諾公開機密檔案,"周一宣誓就任美國總統的特朗普在就職前夕大會上宣布，將公布已故總統約翰.甘迺迪、前聯邦參議員羅拔．甘迺迪，以及民權鬥士馬丁路德金等3人的遇刺相關機密檔案。 特朗普說，公布政府機密檔案是他上任後恢復政府透明度及問責機制的第一步。

恢復政府透明度及問責第一步

特朗普在華盛頓舉行的「讓美國再次偉大勝利集會」上宣布：「接下來幾天，我們將公開和美國前總統約翰‧甘迺迪、他弟弟前聯邦參議員羅拔．甘迺迪、民權鬥士馬丁路德金遇刺的其餘相關紀錄，以及其他和公眾利益高度相關的主題。

相關新聞：
美國大選2024｜特朗普：當選後將解密甘迺迪及馬丁路得金遇刺案 陰謀論者堅信為CIA暗中策劃",singtao,international,2025-01-20 20:21
英超｜曼聯超級水貨安東尼有人肯要 盛傳將外借貝迪斯 望打起賣個好價錢,2025-01-20 14:00:43,https://std.stheadline.com/realtime/article/2048170/即時-體育-英超-曼聯超級水貨安東尼有人肯要-盛傳將外借貝迪斯-望打起賣個好價錢,據轉會專家羅曼諾周日報道，曼聯翼鋒安東尼馬菲奧斯本人已同意外借加盟西甲的貝迪斯，預計本周內會完成轉會，不過據報當中不包含買斷權。此子於2022年以近1億歐羅天價加盟曼聯，但完全踢不出身價，消息指曼聯已計畫踢走他，希望今次外借可提升其轉會價值。,singtao,sport,2025-01-20 20:22
傳特朗普準備宣佈「能源緊急狀態」 提高國內產量 撤銷拜登頒佈氣候法規,2025-01-20 13:52:39,https://std.stheadline.com/realtime/article/2048168/即時-財經-傳特朗普準備宣佈-能源緊急狀態-提高國內產量-撤銷拜登頒佈氣候法規,"據彭博引述消息報道，美國當選總統特朗普準備宣佈「能源緊急狀態」，以作為提高國內能源產量計劃的一部份，包括在聯邦土地上開發新的石油和天然氣，以及指示撤銷拜登政府頒佈的氣候法規。

措施觸及能源業各個領域

報道指出，雖然有關行政措施僅啟動漫長的監管程序，但將觸及美國能源產業的各個領域，包括油田到汽車經銷商，反映出特朗普政府轉向支持石油和天然氣生產的決心，並與拜登致力遏制化石燃料的政策形成鮮明對比。

目前尚不清楚「能源緊急狀態」會如何運作，但總統可以啟動對原油運輸的特殊權力，並指導電力生產和傳輸方式的轉變。特朗普在競選期間曾承諾將宣布全國「能源緊急狀態」，稱此舉是為了提升能源產量，以因應人工智能",singtao,finance,2025-01-20 20:22
特朗普就職︱拜登任內4年政績盤點  高通脹致民怨  對外打壓中俄關係瀕破,2025-01-20 13:33:44,https://std.stheadline.com/realtime/article/2048165/即時-國際-特朗普就職︱拜登任內4年政績盤點-高通脹致民怨-對外打壓中俄關係瀕破,"美國總統拜登卸任在即，過去4年，他應對過許多艱難的全球挑戰，包括新冠疫情、俄烏戰爭、中美關係等。在他任內，美國通脹高企，民怨四起，令他不得不在2024年大選時退下火線。

通脹經濟差成民怨導火索

2020年美國大選，時年78歲的拜登以壓倒性優勢擊敗特朗普，成為美國史上最年長總統。他上任後致力修復與盟友的關係，以及因為新冠疫情而遭受打擊的經濟。當時，有數百萬工人失業，拜登政府提出多項法案挽救，雖然一度壓低失業率，但國內通脹情況於2021年底時，已經達至40年來最高位。

相關新聞：特朗普2.0 | 拜登卸任前籲美國人保持信念 堅信更好日子即將到來",singtao,international,2025-01-20 20:21
春運︱深圳北站擠滿返鄉人潮   網民：10分鐘進站,2025-01-20 13:27:56,https://std.stheadline.com/realtime/article/2048163/即時-中國-春運︱深圳北站擠滿返鄉人潮-網民-10分鐘進站,"臨近農曆新年，不少內地人已從工作地返鄉。有網民於昨晚（19日）在社交平台發帖，分享照片，見深圳北站大堂擠滿候車乘客，有網民留言「密密麻麻的人」，但亦有網民分享入閘過程，「雖然人多，但過路通暢」、「沒有排隊，絲滑進站」、「10分鐘進站」。

網民指人多路通",singtao,greater_china,2025-01-20 20:21
特朗普2.0 | 特朗普迷因幣$TRUMP發威 市值飆破380億美元,2025-01-20 13:08:52,https://std.stheadline.com/realtime/article/2048161/即時-國際-特朗普2-0-特朗普迷因幣-TRUMP發威-市值飆破380億美元,"周一宣誓就職美國總統的特朗普，早前推出的個人專屬加密貨幣「迷因幣」（memecoin）$TRUMP價格飆升，市值一度飆至384億美元（約2980億港元）。

特朗普上周五晚在自家社交平台Truth Social和社交媒體X發文，宣布推出專屬迷因幣$TRUMP，截至上周六下午，市值便高近55億美元（427億港元）。迷因幣指的是以網絡迷因為主題的加密貨幣，不具備經濟或交易價值，沒有固有的實用性，經常被用作投機交易手段，通常容易受到價格波動和崩盤的影響。

相關新聞：
特朗普妻子又發迷因幣「MELANIA」 拖累TRUMP急跌 比特幣也曾失守10萬關",singtao,international,2025-01-20 20:21
十大屋苑租金一年漲5% 3屋苑升幅逾一成 映灣園飆18%最勁,2025-01-20 12:44:46,https://std.stheadline.com/realtime/article/2048158/即時-地產-十大屋苑租金一年漲5-3屋苑升幅逾一成-映灣園飆18-最勁,"本港租務市場受內地生及專才需求刺激，即使租務旺季完結，去年第四季私人住宅租金有所回落，但2024年全年呎租仍錄逾5%按年增長。根據美聯物業數據，去年12月份以實用面積計算的私人住宅平均呎租報約37.67元，按月跌約0.29%，連跌3個月，累跌0.66%，惟去年全年呎租依然上升約5.16%，連同2023年合計已連升2年。

3屋苑升超過1成

十大屋苑呎租按月錄「5升5跌」，但若以2024年全年租金計算則按年全線上升，當中3個屋苑升幅更超過1成，如映灣園呎租按年升約17.9%，為十大屋苑之中最高；太古城及黃埔花園分別升約10.9%及約10.7%。

至於海怡半島、新都城、嘉湖山莊、美孚新邨去年呎",singtao,property,2025-01-20 20:22
京滬醫學專家質疑集採藥療效  「麻藥不睡、血壓不降」,2025-01-20 12:32:03,https://std.stheadline.com/realtime/article/2048156/即時-中國-京滬醫學專家質疑集採藥療效-麻藥不睡-血壓不降,"內地去年底開始採用第十批國家集採藥，將原裝藥排除在外，大量民眾在網上抱怨「無得揀」及質疑國產集採藥療效不佳。事件不斷發酵，近日多名醫學專家在上海「兩會」提案，指集採藥存在「麻藥不睡、血壓不降」情況，質疑藥品成效。國家醫保局今日表示，會調查某些集採藥品質量。

所謂集採藥，全稱為「集中帶量採購藥品」，由國家或省級進行組織。可以理解為大型「團購」或「拼團」，把原來醫院零散的採購，通過「打包團購」的方式直接向藥品生產企業明確購買的數量，通過採取帶量採購、量價掛鉤、以量換價的方式，達到降低藥品價格、減輕患者醫藥費用負擔的目的。

原裝藥全部不中標

內地以集體採購來減低藥物成本，去年12月30日公布第",singtao,greater_china,2025-01-20 20:21
田徑｜季前田徑測試賽 陳銘泰奪男子公開組200米冠軍,2025-01-20 12:30:18,https://std.stheadline.com/realtime/article/2048124/即時-體育-田徑-季前田徑測試賽-陳銘泰奪男子公開組200米冠軍,由中國香港田徑總會(田總)主辦、康樂及文化事務署資助及屈臣氏蒸餾水贊助之「季前田徑測試賽暨接力嘉年華2025」，周日在將軍澳運動場完成兩日賽事。是次賽事接受所有2009年或以前出生之田總註冊運動員參與。香港男子跳遠紀錄保持者陳銘泰轉戰男子公開組200米賽事，並以21秒40奪得冠軍。,singtao,sport,2025-01-20 20:22
加拿大前財長方慧蘭角逐總理 主打反特朗普牌,2025-01-20 12:12:29,https://std.stheadline.com/realtime/article/2048148/即時-國際-加拿大前財長方慧蘭角逐總理-主打反特朗普牌,"加拿大前副總理兼財長方慧蘭周日展開競選活動，爭取取代杜魯多成為執政自由黨黨魁和總理，她將自己定位為反對即將上任的美國候任總統特朗普的最佳選擇，強調自己知道如何對付美方並獲勝。

知道如何應付美方並獲勝

方慧蘭在一場正式參與角逐黨魁的競選活動中說：「特朗普不喜歡我，原因很簡單：我在捍衛加拿大方面一直表現得強勢、堅決和有效。」

相關新聞：
加拿大央行前行長宣布參選 角逐執政黨魁取代杜魯多",singtao,international,2025-01-20 20:21
小紅書新功能︱「TikTok難民」救星？  「一鍵翻譯」連XSWL都譯到,2025-01-20 12:11:12,https://std.stheadline.com/realtime/article/2048146/即時-中國-小紅書新功能︱-TikTok難民-救星-一鍵翻譯-連XSWL都譯到,"今天（1月19日）上午，小紅書最新版本上線，新增外界一直關注的「一鍵翻譯」功能，即點擊英語評論下方的翻譯後，可以將英語自動翻譯成中文，減少了用戶來回切換應用翻譯的麻煩。更讓一眾早前因美國TikTok暫停使用後，一眾外國用家湧入使用小紅書，帶來無比方便。

用家大讚「一鍵翻譯」方便

對於新功能，網友們紛紛表示，非常好用，再也不用去複製再找翻譯。

相關新聞：TikTok難民｜美國網民湧入小紅書  有人著急：威脅更大要「禁」",singtao,greater_china,2025-01-20 20:21
英超｜熱刺專幫人開齋 贈莫耶斯回歸愛華頓首勝 熱刺排第15同曼聯一齊護級？,2025-01-20 12:08:59,https://std.stheadline.com/realtime/article/2048151/即時-體育-英超-熱刺專幫人開齋-贈莫耶斯回歸愛華頓首勝-熱刺排第15同曼聯一齊護級,熱刺延續近期於英超的低迷表現，周日作客2:3不敵愛華頓，贈後者主帥莫耶斯重返拖肥首勝，今次更非熱刺今季幫對手開齋。而熱刺已經6場英超不勝，賽後排第15位，可能要同曼聯齊齊護級。,singtao,sport,2025-01-20 20:22
譚輝智送潮物冧TVB兩大性感女神 無懼老婆呷醋扭耳仔！,2025-01-20 12:00:42,https://std.stheadline.com/realtime/article/2048085/即時-娛樂-譚輝智送潮物冧TVB兩大性感女神-無懼老婆呷醋扭耳仔,"40歲的譚輝智因去年參加TVB歌唱真人騷《中年好聲音2》爆紅，從參賽至今一直人氣高企，俘獲不少女性粉絲，就連拉姑狄波拉都被他「迷倒」。生於富貴家庭的譚輝智，唱歌了得外，𠱁女也有一手，近日譚輝智大量入手近期hit爆的Labubu公仔，他更不怕老婆扭耳仔，送給兩位性感女神關嘉敏和陳懿德！

譚輝智送Labubu氹關嘉敏

有譚輝智的粉絲把偶像送Labubu公仔給關嘉敏和陳懿德剪輯成一條影片，更在昨日（19日）分享到小紅書，並寫道：「fc送labubu公仔！#labubu #譚輝智」。影片可見，原來粉絲把日前關嘉敏和陳懿德在IG的限時動態的短片合二為一，關嘉敏在影片上註明「哥哥送labubu」。",singtao,entertainment,2025-01-20 20:22
特朗普2.0政治博弈｜曾淵滄,2025-01-20 11:58:13,https://std.stheadline.com/realtime/article/2048143/即時-財經-特朗普2-0政治博弈-曾淵滄,"「特朗普2.0」正式開始，除了總統選舉勝利，共和黨也同時控制了參議院與眾議院，未來兩年特朗普是可以任意推出任何新政策及通過任何新法案，可以任意推翻拜登留下來的政策與法律，相信特朗普也會很努力及很認真做這件事。估計上任的第一天，特朗普會忙於簽署數十項行政命令，命令的內容就是廢除拜登留下來的許多政策。更有趣與巧合的是，美國最高法院的9位大法官中有6位是共和黨總統委任，其中3名更是特朗普親自委任，進一步增加特朗普的強勢。

中日及中歐關係料改善

世界各地與拜登關係密切的領導人現在都面對巨大的壓力，加拿大的杜魯多在特朗普勝選後求見，竟然被特朗普稱為「加拿大州州長」，結果是黯然下台；日本的石破茂想見特",singtao,finance,2025-01-20 20:22
特朗普2.0 | 德駐美大使：特朗普恐重新定義憲法秩序 削弱美國民主,2025-01-20 11:47:17,https://std.stheadline.com/realtime/article/2048140/即時-國際-特朗普2-0-德駐美大使-特朗普恐重新定義憲法秩序-削弱美國民主,"德國駐美大使米夏埃利斯代表德國政府出席特朗普就職典禮前夕，其機密簡報文件外洩，他在文件中將特朗普第2個白宮任期議程形容為「最大程度的破壞」之一，指特朗普將重新定義憲法秩序，以國會和聯邦州為代價，把權力最大程度地集中在總統身上，從而削弱美國的民主。

恐剝奪美執法部門和媒體獨立性

米夏埃利斯在本月14日簽署的這份機密簡報文件警告，特朗普政府將剝奪美國執法部門和媒體的獨立性，並賦予大型科技公司「共同治理權」。

相關新聞：
特朗普2.0｜進化成「政壇老手」再上場 專家預計掣肘多執政難",singtao,international,2025-01-20 20:21
娜姐丹妮為戲練拳  既辛酸又滿足  女神Gigi都要落場學捱打丨名人雜誌,2025-01-20 11:45:48,https://std.stheadline.com/realtime/article/2048074/即時-娛樂-娜姐丹妮為戲練拳-既辛酸又滿足-女神Gigi都要落場學捱打丨名人雜誌,"梁詠琪（Gigi）、周秀娜（娜姐）和王丹妮首次合作賀歲片《臨時決鬥》，為應付戲中的動作場面，三人都接受了泰拳訓練。備受最嚴格訓練的娜姐坦言初學時曾氣餒了一段時間，一度想放棄，最終咬實牙關堅持下去！當她與王丹妮拍完最後一場重頭戲時，二人都大呼非常滿足。


      
      
              



      
    
        
      周秀娜、梁詠琪和王丹妮今次拍攝賀歲片《臨時決鬥》雖各有各辛苦，但亦因為完成了練拳的挑戰而滿足不已。
    
  


至於Gigi談及現實中可曾有過想放棄的時候，她笑謂剛做媽媽真的很辛酸，卻不能隨意放棄，但無論過程幾辛苦，當",singtao,entertainment,2025-01-20 20:22
轉數快跨境匯款據報4月試行P2P 目標6月正式推出,2025-01-20 11:32:04,https://std.stheadline.com/realtime/article/2048138/即時-財經-轉數快跨境匯款據報4月試行P2P-目標6月正式推出,"金管局與人民銀行上周宣布6項新措施，以進一步深化香港和內地金融市場互聯互通，其中包括推動落實內地網上支付跨行清算系統（IBPS）與香港轉數快（FPS）互聯。據本地傳媒引述消息報道，有關跨境匯款料設立一定轉賬額度，並預期以個人對個人轉賬（P2P）先行，目標4月作試點營運，以及6月正式推出服務，惟實際落實時間仍要視乎情況而定。

報道提到，目前本港居民北向匯款設有每日8萬元人民幣的匯款上限，日後透過FPS與IBPS互聯跨境匯款將新增額度或已包括在8萬元人民幣額度之中，仍需進一步探討。

商戶支付仍待敲定細節

商戶跨境支付方面，因涉及商戶或其他技術安排，故初期料以P2P跨境轉賬先行，之後才拓展至商",singtao,finance,2025-01-20 20:22
王星2.0︱內地男模楊澤琪右手姆指發黑  網民：遭拔指甲虐待？,2025-01-20 11:24:47,https://std.stheadline.com/realtime/article/2048136/即時-中國-王星2-0︱內地男模楊澤琪右手姆指發黑-網民-遭拔指甲虐待,"內地藝人王星早前被騙至緬甸詐騙園區，事件震驚全國。00後模特兒楊澤琪同樣疑遭「賣豬仔」到緬甸詐騙園區，失聯逾20多天。上周五（17日），楊澤琪表姐證實，他已經回國。其後，他亦在社交媒體上發布影片報平安。有網民指，影片中他的拇指指甲呈現黑色，遂傳出他在園區內遭「拔指甲」虐待。他隨後回應，這是他爭鬥時受的小傷而已。

眼角曾有明顯傷痕

楊澤琪表姐表示，楊澤琪是河北保定人。他在去年12月8日，報名參加某泰國劇組拍攝，並通過視訊面試。12月20日凌晨，他便搭飛機抵達曼谷，落地後乘搭劇組車輛，途中曾經換過1次車，當時他顯示定位已經在泰緬邊境。 

相關新聞：王星事件｜受害人被誘拐到緬甸詐騙園區細節曝光",singtao,greater_china,2025-01-20 20:21
特朗普2.0 | 拜登卸任前籲美國人保持信念 堅信更好日子即將到來,2025-01-20 11:08:09,https://std.stheadline.com/realtime/article/2048134/即時-國際-特朗普2-0-拜登卸任前籲美國人保持信念-堅信更好日子即將到來,"在作為美國總統任期最後一天，也是紀念黑人民權鬥士馬丁路德金的國定假日，拜登周日到訪南卡羅來納州，呼籲美國人民保持信念，要堅信更好的日子即將到來。

在將政權移交給特朗普的前一天，拜登在北查爾斯頓歷史悠久的非裔美國人教堂皇家傳道浸信教會參加禮拜。

相關新聞：
美國政府換屆在即 拜登敦促特朗普協助落實加沙停火協議",singtao,international,2025-01-20 20:21
前《愛回家》男星恐被賣到KK園？北上搵食被邀半夜試戲 背後有景轟真相曝光！,2025-01-20 11:00:36,https://std.stheadline.com/realtime/article/2048086/即時-娛樂-前-愛回家-男星恐被賣到KK園-北上搵食被邀半夜試戲-背後有景轟真相曝光,"33歲的男星譚坤倫（Alan），去年4月離巢效力13年的TVB，轉攻內地發展，他曾在《愛．回家之開心速遞》中飾演IT部的CPU而被觀眾認識。譚坤倫6歲就被送到內地少林寺習武，一直以來都保持着健碩的身材，昔日在TVB不乏騷身手及晒肌畫面。譚坤倫昨日凌晨（19日）在IG的限時動態貼相出post，透露凌晨有導演找他試戲，此事讓網民擔心他受騙被賣去KK園等的詐騙園區！

譚坤倫凌晨收Call去見導演

內地男演員王星被騙去KK園掀起娛樂圈恐慌，昨日譚坤倫更新IG限時動態，就讓人替他抹一把汗，他寫道：「呢個鐘數突然間被人叫去見導演試戲！00：48」。從譚坤倫的照片可見，他疑似在車廂中拍攝凌晨天黑的路面情",singtao,entertainment,2025-01-20 20:22
太古城3房戶售1550萬 不足2周獲承接 升值1.7倍,2025-01-20 10:45:37,https://std.stheadline.com/realtime/article/2048127/即時-地產-太古城3房戶售1550萬-不足2周獲承接-升值1-7倍,"整體樓市發展正面，儘管農曆新年將至，節日氣氛漸濃，仍有部分買家希望於新年前尋覓筍盤入市，藍籌屋苑續錄成交。鰂魚涌太古城雅緻裝修3房戶，放盤不足2周獲外區買家以1,550萬承接。

太古城呎價1.5萬

中原東山閣資深區域營業董事趙鴻運表示，銀栢閣中低層B室，面積1,015方呎，3房1套戶型，享有海景，附雅緻裝修，原業主本月8號以1,590萬放盤，現減價40萬以1,550萬沽出，呎價約15,271元。據了解，新買家為外區用家。原業主於1993年10月以568萬買入，帳面獲利982萬離場，單位期內升值約173%。

海怡呎價1.4萬

中原首席分區營業經理盧鏡豪表示，鴨脷洲海怡半島17座中層F室，",singtao,property,2025-01-20 20:22
元朗YOHO MIDTOWN 3房1套素雅居停 外望翠綠山景,2025-01-20 10:40:53,https://std.stheadline.com/realtime/article/2048126/即時-地產-元朗YOHO-MIDTOWN-3房1套素雅居停-外望翠綠山景,"元朗屋苑YOHO MIDTOWN，交通民生皆便利，是區內上車及換樓家庭熱門屋苑之一。是日為大家精選該屋苑6座中層D室，實用面積898方呎，3房1套設計，裝修清雅簡約，特大露台見翠綠山景，現以月租26,500元招租，同時叫價1,150萬放盤。

甫入放盤單位，見修長工整大廳，以家具擺位分隔出客飯廳活動區域，裝潢方面，米色大廳配淺木地板，簡約清雅。現時飯廳有可容納6人聚餐的飯桌，靠牆位置可放有鋼琴。客廳靠牆放沙發，對面放電視組合櫃，另有落地玻璃連露台，可在此種植小型盆栽，亦可欣賞區內開揚市景。",singtao,property,2025-01-20 20:22
特朗普2.0｜進化成「政壇老手」再上場   專家預計掣肘多執政難,2025-01-20 10:38:38,https://std.stheadline.com/realtime/article/2048125/即時-國際-特朗普2-0-進化成-政壇老手-再上場-專家預計掣肘多執政難,"美國當選總統特朗普將於當地時間1月20日宣誓就職。在美國政治傳統中，總統就職典禮是權力交接中最受矚目的環節。每位總統的個性和政策主張都會在典禮中留下獨特印記。有專家指，特朗普相較8年前，在政治上變得更加成熟，但仍將保留強烈個人風格。不過，目前美國政治極化、社會分裂加劇，再加上不明朗的世界局勢，他所面對的掣肘因素將會更多，執政難度也更大。

演說破天荒以團結為題

內地《解放日報》報道，第2次就職典禮也將繼續打上特朗普的烙印：40年來，宣誓儀式首次因嚴寒改至室內舉行；他或將罕見發表以團結為主題的就職演說（與8年前形成鮮明對比，當時充斥「美國大屠殺」等暴力和民粹措辭）；150年來，首次有外國領導人",singtao,international,2025-01-20 20:21
大馬破2億毒品案  10台灣疑犯落網,2025-01-20 10:27:22,https://std.stheadline.com/realtime/article/2048123/即時-中國-大馬破2億毒品案-10台灣疑犯落網,"馬來西亞警方破獲一宗價值超過2億港元毒品案，起出1把衝鋒槍、15把手槍及900發子彈，拘捕12男女，當中10名為台灣人。

檢獲1衝鋒槍15手槍

據馬來西亞媒體19日報道，大馬警方在本月16日，分別在雪蘭莪州查阿南、無拉港和吉隆坡甲洞突擊搜查多個地點，起出總值約1.18億令吉（約2.04億港元）的毒品，包括490.6公斤搖頭丸、306公斤Erimin 5、21.1公斤可卡因、5.2公斤冰毒等。",singtao,greater_china,2025-01-20 20:21
甘肅及內蒙等地發現大型金礦   新增金資源量達168噸,2025-01-20 10:24:18,https://std.stheadline.com/realtime/article/2048122/即時-中國-甘肅及內蒙等地發現大型金礦-新增金資源量達168噸,"中國自然資源部中國地質調查局周日（19日）公布，中國地質調查局在甘肅、內蒙古、黑龍江等地發現大型金礦。

據了解，甘肅安壩里北、內蒙古哈達門溝和黑龍江塔河寶興溝3個礦區金礦，累計新增金資源量達168噸。

甘肅安壩里北礦區屬超大規模

安壩里北礦區新增102.4噸，達到超大型規模。哈達門溝大壩溝礦段新增41.3噸，塔河寶興溝金礦新增24.3噸，均為大型規模。

近期，中國接連發布黃金探礦重大發現。湖南省地質院去年11月21日宣布，該省地質災害調查監測所，在萬古金礦田地下2000米以上深度地層發現超40條金礦脈，金品位最高達138克/噸，探礦核心區累計探獲黃金資源量300.2噸。專家認為，湘東萬",singtao,greater_china,2025-01-20 20:21
特朗普2.0 | 誓言推翻拜登多項行政命令 特朗普：結束美國4年衰落,2025-01-20 10:17:54,https://std.stheadline.com/realtime/article/2048120/即時-國際-特朗普2-0-誓言推翻拜登多項行政命令-特朗普-結束美國4年衰落,"美國候任總統特朗普將在美東時間20日中午12時（香港時間周二凌晨1時）宣誓就職，他在就職典禮前夕在華盛頓特區第一資本體育館舉行的「讓美國再次偉大勝利集會」上發表演說，高喊成功「奪回」國家，宣告TikTok回歸，並再次對以哈停火邀功，宣示將「結束美國4年衰落」。科技鉅子馬斯克也在台上驚喜露臉。特朗普宣布，將在宣誓就職後數小時內簽署多項行政令，涉及邊境安全、能源、聯邦政府開支、短片分享平台TikTok、多元化、公平與包容政策等。傳媒報道，特朗普可能簽署逾200項行政行動。

迎接美國繁榮新時代

特朗普在勝利集會開場時說，「我們贏了」，表示很高興「在奪回國家前夕與親友、支持者和真正的愛國者齊聚一堂",singtao,international,2025-01-20 20:21
