id,title,date,last_update,url,lead,section,source,scrape_time,news_content
bkn-20260404162630540-0404_00822_001,灣仔的士轉彎跣胎撞欄翻側　七旬司機被困受傷送院,2026-04-04 16:26,2026-04-04 20:40,https://hk.on.cc/cnt/news/20260404/bkn-20260404162630540-0404_00822_001.html,灣仔的士轉彎跣胎撞欄翻側　七旬司機被困受傷送院,香港,oncc,2026-04-04 21:00,"今日(4日)下午4時16分，一輛的士由灣仔告士打道轉入馬師道時，疑因路面濕滑失控，撞上石壆及路欄後翻側。姓郭(76歲)的哥一度被困車內，其後由消防救出，他的肩膀和手部受傷，即場接受初步包紮後，再乘坐救護車送院治療。

現場所見，的士車頭損毀，車內安全氣袋彈出，有雜物被拋出車外，鐵欄捱撞變形，附近路面破裂。執法部門正調查車禍原因。"
bkn-20260404160511252-0404_00822_001,工信部揭產品安全漏洞　提醒更新iOS版本,2026-04-04 16:05,2026-04-04 16:05,https://hk.on.cc/cnt/news/20260404/bkn-20260404160511252-0404_00822_001.html,工信部揭產品安全漏洞　提醒更新iOS版本,中國,oncc,2026-04-04 16:15,"中國工信部網絡安全威脅和漏洞信息共享平台近日監測發現，有攻擊者利用針對終端產品的漏洞，利用工具實施網絡攻擊活動，可導致資訊竊取、系統受控等嚴重危害。影響範圍包括運行iOS 13.0至17.2.1作業系統的iPhone、iPad等Apple公司終端產品。

據指，攻擊者通過短訊、郵件或網頁投毒等方式，誘導用戶使用Safari瀏覽器訪問包含惡意代碼的網頁，綜合利用終端設備中存在的安全漏洞，向受害終端產品植入遠程控制木馬，竊取用戶敏感資訊，獲取最高權限並控制。

中國工信部網絡安全威脅和漏洞信息共享平台建議使用Apple終端產品的用戶做好風險排查，盡快通過升級版本和安裝補丁等方式修復漏洞。"
bkn-20260404160407706-0404_00822_001,伊朗稱以襲美駐沙特使館　華使館下周再組織撤僑,2026-04-04 16:04,2026-04-04 16:04,https://hk.on.cc/cnt/news/20260404/bkn-20260404160407706-0404_00822_001.html,伊朗稱以襲美駐沙特使館　華使館下周再組織撤僑,中國,oncc,2026-04-04 16:15,"伊朗周六（4日）否認襲擊美國駐沙特阿拉伯大使館，反指是以色列所為。阿聯酋杜拜同日透露，美國科企甲骨文設於杜拜的大樓建築外立面遭防空系統攔截產生的碎片擊中，輕微受損，但未造成傷亡。

伊朗革命衞隊公共關係部門發布消息，譴責美方稱駐沙特大使館遭到伊朗襲擊一事，強調此事與伊朗無關，鑑於該地區以軍的戰略，此次行動無疑是以色列所為。革命衞隊又指，伊方已明確公布其打擊目標範圍，並就以色列在地區製造動亂的行為警告過周邊國家。美國多名現任及前任官員近日指，美國駐沙特使館上月所受到的破壞，遠比此前披露的更嚴重。

另外，法國海軍核動力航母戴高樂號上月初部署至東地中海以來，周五（3日）首次進港停靠，駛入希臘蘇達灣海軍基地，預計逗留至下周二（7日）。法國總統馬克龍曾表明，法國在中東地區的行動主要為保護本國公民及盟友安全，不會參與軍事對抗。

中國駐以色列大使館周六再次提醒，以色列海法港、雷霍沃特車站、亞爾昆橋、伊茨雷埃勒隧道以及多條連接特拉維夫、耶路撒冷和海法的公路可能被列入打擊範圍，呼籲在以中國公民務必加強安全防範，遠離民用基礎設施，及時轉移避險。使館下周二將再組織一批在以中國公民通過埃及塔巴口岸撤離，包括港澳台同胞。"
bkn-20260404160032705-0404_00822_001,新界南一連兩日反黑拘9男　檢值436萬元可卡因,2026-04-04 16:00,2026-04-04 17:03,https://hk.on.cc/cnt/news/20260404/bkn-20260404160032705-0404_00822_001.html,新界南一連兩日反黑拘9男　檢值436萬元可卡因,香港,oncc,2026-04-04 17:15,"前日(2日)及昨日(3日)，新界南執法部門展開代號「犁庭掃穴」的反三合會行動，一共拘捕9名本地男子(23至71歲)，分別涉嫌「販運危險藥物」、「管有危險藥物」、「非法禁錮」、「刑事毀壞」及「傷人」等罪名，同時檢獲約5.12公斤懷疑可卡因，估計市值超過436萬港元。

調查人員表示，為了打擊黑社會活動和堵截黑社會的收入來源，執法部門在過去兩天採取行動，一共巡查超過70個娛樂場所，並且利用小型無人機進行巡邏任務，成功拘捕9人，當中部分人有黑社會背景，或者涉及與黑社會相關的案件。

當中，執法部門根據調查，前日進行一個反毒品行動，期間在葵涌大窩口邨附近一公園截查一名50歲本地男子，從其背囊及褲袋內發現10塊磚頭形狀的物體，初步調查相信為可卡因，隨即拘捕該名男子，他已被暫控「販運危險藥物」罪。

執法部門相信，有販毒集團以金錢利誘，招攬想「搵快錢」的人士販運毒品。透過今次行動，該部門已經成功打擊販毒集團，阻止大批毒品流入市面。根據《危險藥物條例》，販運危險藥物屬嚴重罪行，一經定罪，最高可被判罰款500萬港元及終身監禁。"
bkn-20260404155632126-0404_00822_001,深圳灣公路大橋落斜彎位　城巴撼死火私家車釀4傷　車長停職,2026-04-04 15:56,2026-04-04 21:17,https://hk.on.cc/cnt/news/20260404/bkn-20260404155632126-0404_00822_001.html,深圳灣公路大橋落斜彎位　城巴撼死火私家車釀4傷　車長停職,香港,oncc,2026-04-04 21:30,"今日(4日)下午約2時45分，深圳灣公路大橋支路二線往口岸方向，一輛城巴駛至一個落斜彎位時，懷疑收掣不及，猛撞一輛懷疑「死火」故障、掛有粵港牌的私家車。意外中，姓譚(39歲)私家車司機及3名巴士乘客受輕傷，其中譚男及一名姓林(54歲)巴士男乘客分別報稱頸痛和左腳痛，需要由救護車送往屯門醫院治理；另外兩人經護理後毋須送院。

網上圖片顯示，涉事城巴車頭嚴重損毀，擋風玻璃爆裂，前車門的門框變形，有乘客落車等候救援，或準備轉乘其他車輛；私家車在猛烈撞擊下「打白鴿轉」，車頭逆向停在路中。

城巴發言人表示，城巴一輛開往深圳灣口岸方向的B3X號線巴士，在深圳灣大橋涉及一宗交通事故，3名巴士乘客及一名私家車司機受傷。初步調查顯示，事故發生時路面有一輛私家車因故障停駛。城巴已即時暫停涉事車長駕駛職務，並會配合執法部門調查。"
bkn-20260404154031510-0404_00822_001,美孚新邨住所洗手間內暈倒　41歲男子送院後死亡,2026-04-04 15:40,2026-04-04 15:43,https://hk.on.cc/cnt/news/20260404/bkn-20260404154031510-0404_00822_001.html,美孚新邨住所洗手間內暈倒　41歲男子送院後死亡,香港,oncc,2026-04-04 15:45,荔枝角有人暈倒後死亡。今晨(4日)11時25分，一名姓羅(41歲)男子在美孚新邨百老匯街93至95號的住所廁所內暈倒，由胞弟發現報案。事主昏迷被送往明愛醫院治理，其後證實死亡，其死因有待驗屍後確定。
bkn-20260404152048747-0404_00822_001,民主黨促特朗普全面封殺　禁中國車廠在美生產,2026-04-04 15:20,2026-04-04 15:20,https://hk.on.cc/cnt/news/20260404/bkn-20260404152048747-0404_00822_001.html,民主黨促特朗普全面封殺　禁中國車廠在美生產,中國,oncc,2026-04-04 16:00,"美國參議院民主黨領袖舒默等該黨三名參議員周五（3日）聯名致函總統特朗普，呼籲政府全面禁止中國製造商在美國設廠生產汽車，並阻止任何在墨西哥或加拿大組裝的中國汽車進入美國市場。

信中指出，如允許中國汽車製造商在美國設立生產基地，將為中國帶來美國汽車製造商無法逾越的經濟優勢，並引發一場無法逆轉的國家安全危機。信中又指，雖然中國汽車製造商在美設廠可能會創造一些組裝和臨時建築工作崗位，但這些小量崗位無法彌補長期的就業損失。

白宮回應指，本屆政府一直致力為美國的工業復興爭取更多投資，任何認為他們會為此損害國家安全的想法均毫無根據，也是錯誤的。中國駐美使館曾批評，美國奉行貿易保護主義，並設置包括歧視性補貼政策在內的障礙，阻礙中國製汽車進入當地市場。"
bkn-20260404150138166-0404_00822_001,天龍三號首次飛行試驗失利　研製企業道歉,2026-04-04 15:01,2026-04-04 15:01,https://hk.on.cc/cnt/news/20260404/bkn-20260404150138166-0404_00822_001.html,天龍三號首次飛行試驗失利　研製企業道歉,內蒙古,oncc,2026-04-04 15:15,"天龍三號遙一運載火箭周五（3日）在內蒙古酒泉衞星發射中心點火升空，火箭飛行異常，首次飛行試驗任務失利。火箭研製的中國民營航天企業天兵科技同日發布此次火箭首飛試驗任務失利的情況，並向各界致歉，

天兵科技向合作夥伴及所有關心商業航天發展的社會各界致歉，表示目前已聯合相關專家和技術團隊嚴格執行歸零程序並開展整改工作，確保後續發射任務的圓滿成功。

據介紹，天龍三號是中國商業航天首款有望實現近地軌道運力超20噸的大運力液體火箭，性能對標國際主流的SpaceX的獵鷹9號，可實現一箭36星組網發射。天兵科技於去年11月已完成「一箭36星」全流程試驗驗證，並於今年2月順利通過了酒泉衞星測發技術廠房的預驗收評審。"
bkn-20260404145023525-0404_00822_001,愉景灣16歲仔情緒激動離家　天台墮樓返魂乏術,2026-04-04 14:50,2026-04-04 20:13,https://hk.on.cc/cnt/news/20260404/bkn-20260404145023525-0404_00822_001.html,愉景灣16歲仔情緒激動離家　天台墮樓返魂乏術,香港,oncc,2026-04-04 20:30,"愉景灣有人墮樓亡。今日(4日)中午12時45分，執法部門接獲一名男子報案，指其16歲兒子懷疑情緒激動，獨自離開位於蘅暉徑1號的住所，擔心他會發生意外。警員到場搜索，發現一名外籍青年昏迷倒臥於該大廈對開地面，他隨即被送往北大嶼山醫院救治，其後證實死亡。警員經調查後，相信死者正是報案人的兒子，懷疑他從大廈天台墮下。現場沒有檢獲遺書，事主的死因有待驗屍確定。

防止自殺求助熱線：

香港撒瑪利亞防止自殺會： 2389 2222

生命熱線： 2382 0000

社會福利署： 2343 2255

撒瑪利亞會熱線(多種語言)： 2896 0000

醫管局精神健康專線： 2466 7350

明愛向晴軒： 18288

東華三院芷若園： 18281

「情緒通」熱線： 18111

賽馬會青少年情緒健康網上支援平台「Open噏」： http://www.openup.hk"
bkn-20260404142613005-0404_00822_001,8千萬復活節金多寶今晚攪珠　市民盼中頭獎環遊世界,2026-04-04 14:26,2026-04-04 20:43,https://hk.on.cc/cnt/news/20260404/bkn-20260404142613005-0404_00822_001.html,8千萬復活節金多寶今晚攪珠　市民盼中頭獎環遊世界,香港,oncc,2026-04-04 21:00,"復活節六合彩金多寶今晚(4日)攪珠，頭獎一注中最高可得8,000萬港元！雖然今日中午雖下起陣陣微雨，但仍無阻市民發個橫財夢，被指是最「旺」的中環士丹利街投注站，仍有不少人到場投注。

市民馮先生就趁今日假期，特地由屯門來到中環投注，認為這個投注站「出名中獎」，買了200港元「電腦飛」。談到中頭獎有何打算，馮先生笑逐顏開，說「梗係第一時間唔做啦、環遊世界啦！之後再買吓樓、收吓租。」他又笑言覺得自己能中頭獎，「我喺屯門過嚟(中環)喎！」，不過若未能中獎亦會當是娛樂，亦表示不中獎下次都會再買，「唔買就無機會，買先有機會㗎嘛！」

市民鄭先生表示，今日在中環附近工作，聽到同事來買六合彩，便買了70港元的複式，坦言對中頭獎未有任何計劃，亦不清楚今日頭獎高達8,000萬。若一注獨中頭獎，他打算繼續工作，亦考慮捐出2,000萬，其餘就「擺住先，睇吓有咩打算」。不過他亦笑言，覺得自己未必會中頭獎，「我哋呢啲人做得壞事太多喇，要做吓善事」。"
bkn-20260404141550502-0404_00822_001,韓倡與華擴大文化交流　盼再引進大熊貓,2026-04-04 14:15,2026-04-04 14:15,https://hk.on.cc/cnt/news/20260404/bkn-20260404141550502-0404_00822_001.html,韓倡與華擴大文化交流　盼再引進大熊貓,中國,oncc,2026-04-04 14:30,"南韓國會議長禹元植周四（2日）在國會，會見中國全國人民代表大會下屬中韓友好小組訪韓代表團，認為如能重新把大熊貓引進南韓，將對增進中韓友好發揮重要作用。

中韓友好小組組長楊曉超率團訪韓，指中韓是無法搬走的鄰居，也是不可分割的夥伴，將為進一步發展兩國關係全力以赴。禹元植則提到南韓人非常喜愛大熊貓，當地首隻自然繁育誕生的大熊貓「福寶」前年回到中國時，民眾感到非常惋惜。

禹元植另提議，韓國國會與中國全國人大應加強人員往來、擴大文化交流，並通過合作推動兩國間的經濟積極效應，迎接明年中韓建交35周年。他又指，有意將2027年至2028年定為「中韓旅遊年」，期待雙方友好協商，讓這兩年兩國民眾交流更活躍。"
bkn-20260404141302019-0404_00822_001,深圳暴雨雷電預警齊發　全市處於戒備狀態,2026-04-04 14:13,2026-04-04 14:13,https://hk.on.cc/cnt/news/20260404/bkn-20260404141302019-0404_00822_001.html,深圳暴雨雷電預警齊發　全市處於戒備狀態,中國,oncc,2026-04-04 15:15,"內地周六（4日）繼續發布沙塵暴和大風藍色預警，預計周六至下周日（5日），內蒙古中部局部地區有沙塵暴，陣風10級以上。廣東深圳氣象台周六早上先後發布全市暴雨黃色預警和雷電預警信號，指受珠江口西側東移的雷雨雲團影響，全市2至3小時內將出現30至50毫米降雨，全市處於暴雨戒備狀態。

深圳氣象台發布消息，龍崗區和龍華區於周六9時至11時已出現較明顯降雨，隨後2至3小時內還將出現20至30毫米降雨。隨着雷雨雲團移出，降雨減弱，深圳市氣象台已於下午1時20分解除所有暴雨和雷電預警信號，惟下午天氣仍不穩定，有短時強雷雨。廣東省氣象台同時預計廣東南部市縣有中雨到暴雨，雷雨時伴有8至10級短時大風、短時強降水和局地小冰雹。

中央氣象台預計，周六上午8時至周日上午8時，重慶、貴州、廣東等地部分地區將有短時強降雨；其中，重慶西部、貴州北部、廣東中西部等地局部地區將有雷暴大風或冰雹。另受冷空氣大風影響，預計周末在新疆南部、內蒙古中西部、山西北部、河北西北部、北京西部等地的部分地區有揚沙或浮塵天氣。其中，北京今年以來已多次受到沙塵天氣影響，最早一次出現在1月8日，可吸入懸浮粒子（PM10）最大來源蒙古國南部。

中國氣象局與蒙古國國家氣象與環境監測局周三（1日）首次聯合開展視像會議，共同研判周四（2日）至下周日的沙塵天氣過程、今年春季植被長勢及未來天氣趨勢。中國國家氣象中心專家表示，要關注蒙古國南部起沙對中國內蒙古中西部以及華北地區的影響。"
bkn-20260404140418895-0404_00822_001,汽車文化節今亞博開鑼　五大日本經典高性能車亮相,2026-04-04 14:04,2026-04-04 14:04,https://hk.on.cc/cnt/news/20260404/bkn-20260404140418895-0404_00822_001.html,汽車文化節今亞博開鑼　五大日本經典高性能車亮相,香港,oncc,2026-04-04 14:15,"「香港汽車文化節2026」今日起(4日)一連兩日於亞博館展開，現場展出日本車壇五大經典高性能代表作，車款包括被譽為「東瀛戰神」的日產Skyline GT-R等，同場更展出70輛日系經典改裝車。大會亦邀請到被譽為「現代GT-R之父」田村宏志，以及日本人氣女賽車手織戶茉彩到場，與車迷近距離交流。標準門票40港元，學生門票20港元，6歲以下小童、長者及殘疾人士免費入場。

今屆展會以「車展×車聚」模式呈現，焦點之一是雲集日本車壇五大經典高性能代表作，展出車款包括被譽為「東瀛戰神」的日產Skyline GT-R、素有「東瀛法拉利」之稱的本田NSX、以2JZ引擎締造改裝傳奇的豐田Supra、憑獨特轉子引擎聞名全球的萬事得RX-7，以及深受車迷追捧的三菱Lancer Evolution，同場更展出70輛日系經典改裝車。同時，展會特設「GT-R×Datsun」古董車專區，精選8部日系珍藏車，從歷史角度回顧日本汽車工業的發展軌跡。

此外，大會亦邀請被譽為「現代GT-R之父」的日本汽車工程師田村宏志到場，分享GT-R R35的研發歷程、設計理念及工程挑戰；現場亦設有簽名及互動環節，讓車迷近距離交流。另外，日本人氣女賽車手織戶茉彩亦會到場，透過賽車模擬器與本地車手展開電鏡對決。場內亦設有多台高擬真賽車模擬器及計時挑戰賽。"
bkn-20260404140030998-0404_00822_001,兩賊東涌爆竊酒家兼偷車　最終落網起回失車及部分贓物,2026-04-04 14:00,2026-04-04 14:00,https://hk.on.cc/cnt/news/20260404/bkn-20260404140030998-0404_00822_001.html,兩賊東涌爆竊酒家兼偷車　最終落網起回失車及部分贓物,香港,oncc,2026-04-04 15:15,"大嶼山區警員於昨日(3日)破獲一宗「爆竊」及「擅自取去交通工具」案。

人員於上月23日晚上約11時接報，指東涌馬灣涌一海鮮酒家遭人爆竊，一名賊人趁職員正進行關門前的清潔工作，趁機潛入店內利用菜刀撬開一個收銀櫃櫃桶，盜去約2000元現金、2條私家車後備鎖匙、酒家的公司印、2張未兌現支票及2本單據簿，賊人得手後逃去。數日後，東主發現2部停泊於東涌公眾碼頭的私家車被盜去。

人員經進一步調查，翻查大量閉路電視片段，當中包括「銳眼計畫」，成功確定兩名犯案男子身份，同時亦得知兩部失車的位置。

本周四(2日)，人員於青山公路古洞段的無名小路成功起回兩部失車。人員其後於昨日(3日)展開拘捕行動，分別於上水及和合石，拘捕兩名分別37歲及29歲本地男子。行動中，人員亦於被捕人屋內起回部分失物，包括兩部失車的後備鎖匙，其中一車的行車證，兩本酒家的單據。被捕兩名男子報稱無業，現正被扣留調查。

據了解，人員相信被盜的兩部私家車被賊人收藏於山邊小路，留作日後犯案用途。而其中一名被捕人參與爆竊及偷車，另一人只參與偷車。兩名被捕人與酒家職員不相識，為區外人士。"
bkn-20260404132246717-0404_00822_001,沙頭角公路10米大樹倒塌　橫亘兩條行車線,2026-04-04 13:22,2026-04-04 13:22,https://hk.on.cc/cnt/news/20260404/bkn-20260404132246717-0404_00822_001.html,沙頭角公路10米大樹倒塌　橫亘兩條行車線,香港,oncc,2026-04-04 14:00,沙頭角公路有樹木倒塌。今午(4日)12時39分，沙頭角公路禾坑段近上禾坑路邊一棵約10米高的大樹突然倒塌，橫亘上址兩條行車線。消防接報到場，將倒塌的樹木鋸斷放至路旁交由相關部門處理。受事件影響，現場一度實施單線雙程行車措施。
bkn-20260404131440490-0404_00822_001,美參眾兩院提法案　限制對華出口晶片製造設備,2026-04-04 13:14,2026-04-04 13:14,https://hk.on.cc/cnt/news/20260404/bkn-20260404131440490-0404_00822_001.html,美參眾兩院提法案　限制對華出口晶片製造設備,中國,oncc,2026-04-04 14:00,"美媒周五（3日）報道，美國參眾兩院民主、共和兩黨議員周四（2日）同步推出新法案，擬對荷蘭光刻機龍頭ASML等晶片製造商實施出口限制，以防止中國獲取關鍵製造設備並打擊其晶片製造。

《硬件技術管制多邊協調法案》（MATCH Act）提出收緊對先進晶片製造設備的出口管制，核心內容包括對受關注國家實施全國關鍵設備出口禁令，涵蓋深紫外光刻等先進技術；同時對中芯國際、長江存儲等中國主要半導體企業及相關企業實施類似實體清單的全面限制，禁止向其出口設備、提供維護及技術支持。

法案又設定與盟友協調的時間表，推動包括荷蘭、日本等主要設備生產國採取同樣嚴格的限制措施，以確保新規具全球效力，否則將可單方面實施更嚴格管制。法案同時通過擴大外國直接產品規則的適用範圍，將更多使用美國技術的海外產品納入監管。"
bkn-20260404131119003-0404_00822_001,龍翔道客貨車自炒翻側　司機已自行爬出無恙,2026-04-04 13:11,2026-04-04 13:11,https://hk.on.cc/cnt/news/20260404/bkn-20260404131119003-0404_00822_001.html,龍翔道客貨車自炒翻側　司機已自行爬出無恙,香港,oncc,2026-04-04 14:15,龍翔道發生交通意外。今午(4日)1時05分，一輛客貨車沿路往觀塘方向行駛，至近李鄭屋邨對開一左彎位時，疑天雨路滑失控向右翻側，車頭逆轉停於行車線上，途經駕駛人士恐有人受傷被困代為報案。救援人員接報到場前司機已自行爬出車外待援，經救護員檢查後司機拒絕送院，在場助查意外原因。
bkn-20260404130628445-0404_00822_001,油麻地女子兜搭陌生人上樓　遭利刀架頸劫錢包　巴籍假難民落網,2026-04-04 13:06,2026-04-04 16:52,https://hk.on.cc/cnt/news/20260404/bkn-20260404130628445-0404_00822_001.html,油麻地女子兜搭陌生人上樓　遭利刀架頸劫錢包　巴籍假難民落網,香港,oncc,2026-04-04 17:00,"油麻地發生行劫案。今日(4日)早上11時49分，一名持雙程證的姓夏(40歲)內地女子報案，指她在新填地街266號慶華大樓一單位內，遭一名南亞漢用刀架頸指嚇，對方掠走一個載有約6,500港元現金的錢包後逃去。

警員接報到場，經初步調查後，相信事主早前在街頭向該名南亞漢搭訕，之後帶他登上單位後遇劫。經一番搜索後，警員其後在登打士街與砵蘭街交界截獲疑人，並以涉嫌「行劫」拘捕他。被捕男子為20歲的巴基斯坦籍人士，持「行街紙」留港，他現正被扣留調查。"
bkn-20260404130125015-0404_00822_001,英烈蘇藝林歸葬天津　曾潛伏台灣獲絕密情報,2026-04-04 13:01,2026-04-04 13:01,https://hk.on.cc/cnt/news/20260404/bkn-20260404130125015-0404_00822_001.html,英烈蘇藝林歸葬天津　曾潛伏台灣獲絕密情報,天津,oncc,2026-04-04 13:15,"隱蔽戰線英烈蘇藝林骨灰安葬儀式，周六（4日）在天津市盤山烈士陵園舉行，遺屬後人及相關部門代表等上百人參加儀式。蘇藝林當年在國共內戰結束後，曾在台灣潛伏，獲取大量絕密軍事情報。

儀式於周六上午10時許開始，在眾人的注視下，禮兵護送覆蓋五星旗的烈士骨灰緩步行至革命烈士紀念碑，全體人員肅立默哀。

資料顯示，蘇藝林1914年出生於河北任丘，1933年加入共產黨，長期從事隱蔽戰線工作。他在1949年隨國民黨軍隊進入台灣潛伏，最終在1951年6月29日犧牲於台北，終年37歲。20世紀80年代，蘇藝林的遺骸送回大陸，1989年8月12日正式追認為革命烈士，落實烈屬待遇。"
bkn-20260404123021366-0404_00822_001,黃雨期間夫婦行大刀屻迷路　內地漢偕子女登玉桂山受困,2026-04-04 12:30,2026-04-04 22:07,https://hk.on.cc/cnt/news/20260404/bkn-20260404123021366-0404_00822_001.html,黃雨期間夫婦行大刀屻迷路　內地漢偕子女登玉桂山受困,香港,oncc,2026-04-04 22:15,"天文台在今晨(4日)11時發出黃色暴雨警告信號，而在警告生效期間，一名姓王(68歲)女子偕姓朱(76歲)丈夫於八鄉大刀屻登山遠足，突然遇上狂風暴雨，二人四處尋找地方避雨，不慎在山上迷路，只好於早上約11時半報案求助。救援人員在林錦公路嘉道理農場附近集合，隨即登山協助，至下午接近1時尋獲事主。涉事夫婦並無受傷，行動如常，最後在救援人員陪伴下自行落山。

而在中午約12時半，一名49歲內地男子帶同14歲兒子和10歲女兒到鴨脷洲玉桂山行山期間，懷疑亦在雨中迷失方向，需要報案求助。3人其後平安獲救，由消防護送落山便自行離開。"
bkn-20260404122752590-0404_00822_001,證監會：推行證券無紙化讓投資者多一個選擇,2026-04-04 12:27,2026-04-04 12:27,https://hk.on.cc/cnt/news/20260404/bkn-20260404122752590-0404_00822_001.html,證監會：推行證券無紙化讓投資者多一個選擇,產經,oncc,2026-04-04 13:00,"香港證監會預計無紙證券市場制度將於今年11月16日實施。當日起上市的新股不會再有實物股票，已上市公司有5年過渡期。

證監會市場監察部執行董事梁仲賢表示，本港2,600間上市公司將會參與無紙制度，預計未來5年內會陸續將實物股票數碼化。無紙化可以讓投資者用電子化的模式持有股票，轉名亦可以即日做到，但他強調無紙化的推行並非改變投資者的投資模式，投資者可繼續透過經紀行、銀行買賣，繼續持有實物股票，只不過是多一個選擇。

他又指，香港股市交投活躍，外界都認為效率很高，但未必知道背後運作需要大量紙張，若情況持續會阻礙市場發展，推行無紙化可以讓整個金融市場邁向數碼化，長遠對股市發展亦有好處。證監會未來7個月會加強投資者教育工作，同時確保業界做好系統提升工作。"
bkn-20260404121713835-0404_00822_001,疑遭揭發出軌毆妻致死　家暴夫判死伏法,2026-04-04 12:17,2026-04-04 16:26,https://hk.on.cc/cnt/news/20260404/bkn-20260404121713835-0404_00822_001.html,疑遭揭發出軌毆妻致死　家暴夫判死伏法,河北,oncc,2026-04-04 16:30,"河北省滄州市孟村縣男子金昊去年疑被妻子發現出軌，將妻子毆打致死。案經兩次審理，金昊被判死刑。內媒周五（3日）從被害人代理律師臧梵清處獲悉，金昊已被執行死刑。

金昊與女死者劉某某是高中和大學校友，兩人於2021年結婚。據檢方指控，2025年8月，劉某某發現金昊酒後向他人發送曖昧訊息，二人發生爭執。其後，金昊以拳打、扇耳光等方式多次擊打劉某某頭面、胸部及肢體。劉某某通過微信告知金母後，金父在電話中斥責兒子。金昊隨後再次對劉某某質問、辱罵，並以拳擊、腳踢等方式毆打劉某某頭面部。事發次日凌晨，金昊父母到場，金昊謊稱劉某某「已睡着」。同日早上7時許，金昊發現劉某某已無心跳，醫護人員接報到場確認其死亡，警方隨後將金昊抓獲。

經鑑定，劉某某遭鈍性外力致顱腦損傷死亡。而在劉某某送醫後，金母張某對現場帶血物品進行清洗、藏匿，並沖洗監控設備、銷毀相關證據，圖掩蓋兒子犯罪行為。去年12月9日，滄州市中級人民法院一審宣判，以故意殺人罪判處金昊死刑，剝奪政治權利終身；以幫助毀滅證據罪判處張某有期徒刑2年2個月。金昊不服上訴，案件今年1月被肅寧縣人民法院駁回上訴，全案維持原判。"
bkn-20260404120254262-0404_00822_001,因雷電影響 　昂坪360纜車暫停讓乘客登車,2026-04-04 12:02,2026-04-04 12:02,https://hk.on.cc/cnt/news/20260404/bkn-20260404120254262-0404_00822_001.html,因雷電影響 　昂坪360纜車暫停讓乘客登車,香港,oncc,2026-04-04 12:45,昂坪360宣布，由於受雷電影響，已於今日(4日)上午10時54分起，昂坪360纜車暫停讓乘客登車。將於天氣好轉後，盡快恢復登車安排。
bkn-20260404120046526-0404_00822_001,伊朗疑利用華企獲得零件　重建自殺式無人機隊,2026-04-04 12:00,2026-04-04 12:00,https://hk.on.cc/cnt/news/20260404/bkn-20260404120046526-0404_00822_001.html,伊朗疑利用華企獲得零件　重建自殺式無人機隊,中國,oncc,2026-04-04 13:15,"英媒周四（2日）引述美國邁進科技（Strider Technologies）安全公司的報告指，伊朗正利用由空殼公司組成的秘密網絡，透過中國和俄羅斯的中間商獲得伊朗製見證者（Shahed）自殺式無人機的零件以重建機隊，據報涉及香港公司。

根據報告，名為Pars Aero的伊朗公司在上述營運鏈中扮演分銷商角色，負責協調外部供應商和物流，透過在香港註冊的公司Foxtech Hobby進行境外交易，以隱藏最終目的地，同時從匯星海科技（天津）有限公司採購其他關鍵零件，但參與其中的伊朗、中國內地與香港公司均未受制裁。

報告指出，伊朗也利用遍布土耳其、印度、哈薩克斯坦、烏茲別克斯坦、越南、哥斯達黎加與阿聯酋的轉運樞紐網絡，掩飾其走私零件的最終目的地。即使在國際制裁下，伊朗仍能採購軍民兩用的外國零件，持續生產無人機。"
bkn-20260404115408922-0404_00822_001,中環過路男捱的士撞　一度昏迷送院搶救,2026-04-04 11:54,2026-04-04 11:54,https://hk.on.cc/cnt/news/20260404/bkn-20260404115408922-0404_00822_001.html,中環過路男捱的士撞　一度昏迷送院搶救,香港,oncc,2026-04-04 12:45,中環發生交通意外。今日(4日)早上11時43分，一輛的士駛至皇后大道中131號中財中心對開時，意外撞倒一名過路男子，事主受傷倒地當場陷入昏迷。救護員接報到場時，男子已逐步回復清醒，經初步治理後送院搶救，涉事的哥在場助查肇禍原因。
