id,title,url,section,lead,date,source,scrape_time,last_update,news_content
2593768,中海油中期少賺12% 中期息73仙,https://www.881903.com/news/finance/2593768,finance,"中海油(00883.HK)中期純利695.33億元人民幣，按年跌12.8%。收入2076.08億元，按年跌8.4%。派中期息每股0.73港元，按年少1.4%。
油氣淨產量3.85億桶油當量，按年增6%。油氣銷售收入1717億元，按年跌7%。",2025-08-27 18:05,cradio,2025-08-27 18:15,2025-08-27 18:05:00,"中海油(00883.HK)中期純利695.33億元人民幣，按年跌12.8%。收入2076.08億元，按年跌8.4%。派中期息每股0.73港元，按年少1.4%。

油氣淨產量3.85億桶油當量，按年增6%。油氣銷售收入1717億元，按年跌7%。"
2593765,九三閱兵活動明舉行記者會  安排境外記者參觀抗戰紀念館,https://www.881903.com/news/china/2593765,china,"抗戰勝利80周年閱兵活動將在下周三舉行。活動新聞中心明日起舉辦3場記者會。首場記者會有外長助理洪磊，及中央軍委聯合參謀部作戰局少將副局長吳澤棵等介紹籌備進展，並回答記者提問。

新聞中心亦為境外記者組織5場參觀活動，包括參觀中國人民抗日戰爭紀念館。紀念館展出抗戰各階段共1500 張圖片、以及3000多件文物。館方指，展覽希望突出中國共產黨在抗戰中的重要領導作用，以及中國戰場在世界反法西斯戰爭的作用...",2025-08-27 17:50,cradio,2025-08-27 18:00,2025-08-27 17:50:00,"抗戰勝利80周年閱兵活動將在下周三舉行。活動新聞中心明日起舉辦3場記者會。首場記者會有外長助理洪磊，及中央軍委聯合參謀部作戰局少將副局長吳澤棵等介紹籌備進展，並回答記者提問。

新聞中心亦為境外記者組織5場參觀活動，包括參觀中國人民抗日戰爭紀念館。紀念館展出抗戰各階段共1500 張圖片、以及3000多件文物。館方指，展覽希望突出中國共產黨在抗戰中的重要領導作用，以及中國戰場在世界反法西斯戰爭的作用。

館內展出由毛澤東在1932年起草的《對日戰爭宣言》，介紹指出日本在1931年發動「九一八事變」，共產黨先發動抗日行動，《宣言》發布年份比國民黨政府正式宣戰早9年。館內亦展出中共草擬的《八一宣言》，號召全國停止內戰，組織抗日救國。

館內亦介紹港澳台在抗日戰爭中的貢獻，包括展示港九大隊在戰爭中使用過的斗笠及書藉，亦展出宋慶齡在香港創立保衛中國同盟的圖片，指同盟向國際社會傳達中國抗戰消息，並為八路軍及新四軍募集資金和物資。館內亦展出國民政府就《開羅宣言》的抄本，指出日本竊取的中國領士，包括東北四省、台灣以及澎湖群島等將歸還中華民國。

官方組織的另外4場參觀活動，將參觀長城、天津港、以及奧林匹克塔等地。"
2593759,全運會香港賽區首批賽事門票明早10時發售,https://www.881903.com/news/local/2593759,local,全運會11月在粵港澳三地舉行，香港賽區首批賽事門票，明早10時線上線下同時發售。首批門票涵蓋4個競賽項目，包括沙灘排球、男子手球、男子22歲以下組別籃球和7人制橄欖球項目，13個在廣東賽區舉行的項目亦會在同日發售。公眾可以透過官方線上票務平台，以實名註冊登記開戶，購買電子票。每張訂單最多可以購買同一場次門票6張；熱門比賽項目每張訂單，就最多可以購買同一場次門票3張。公眾亦可以前往中旅社11間指定銷...,2025-08-27 17:18,cradio,2025-08-27 17:30,2025-08-27 17:18:00,"全運會11月在粵港澳三地舉行，香港賽區首批賽事門票，明早10時線上線下同時發售。首批門票涵蓋4個競賽項目，包括沙灘排球、男子手球、男子22歲以下組別籃球和7人制橄欖球項目，13個在廣東賽區舉行的項目亦會在同日發售。公眾可以透過官方線上票務平台，以實名註冊登記開戶，購買電子票。每張訂單最多可以購買同一場次門票6張；熱門比賽項目每張訂單，就最多可以購買同一場次門票3張。公眾亦可以前往中旅社11間指定銷售點，購買香港賽區首批實體門票，毋須預先在線上票務平台註冊。

其餘在香港舉行的4個競賽項目，包括場地單車、高爾夫球、鐵人三項和擊劍，以及殘特奧會3個殘奧項目，硬地滾球、輪椅擊劍和TT11組乒乓球的門票，就計劃下月底和10月初，根據賽程分階段、分批發售。"
2593758,新田科技城範圍發現明朝墓群　古蹟辦研歷史價值後將商議合適安排,https://www.881903.com/news/local/2593758,local,"新田科技城項目範圍內發現明朝古墓群。墓群上政府告示指，由於要推行「新田科技城發展計劃」，須於10月31日前遷走墳墓。古蹟辦已進行實地視察及拍照記錄，正審視相關資料，研究有關墳墓的歷史價值；再與土木工程拓展署商議合適安排或緩解措施。
發展局回覆查詢時表示，墓群位於政府土地，屬於新田科技城第一期第一階段的發展範圍，墓群用地將會規劃作為地區道路。 發展局指，墓群後人已與地政總署聯絡，而龍躍頭原居民代表亦...",2025-08-27 17:12,cradio,2025-08-27 17:15,2025-08-27 17:12:00,"新田科技城項目範圍內發現明朝古墓群。墓群上政府告示指，由於要推行「新田科技城發展計劃」，須於10月31日前遷走墳墓。古蹟辦已進行實地視察及拍照記錄，正審視相關資料，研究有關墳墓的歷史價值；再與土木工程拓展署商議合適安排或緩解措施。

發展局回覆查詢時表示，墓群位於政府土地，屬於新田科技城第一期第一階段的發展範圍，墓群用地將會規劃作為地區道路。 發展局指，墓群後人已與地政總署聯絡，而龍躍頭原居民代表亦有與署方接洽，協調安排。"
2593757,裁判法院去年審理逾14.5萬宗刑事案  定罪率近7成,https://www.881903.com/news/local/2593757,local,"律政司刑事檢控科發表年報，回顧去年的檢控工作。裁判法院共審理超過14.5萬宗刑事案件，以被告人數作統計，連同認罪案件，定罪率為68.9%，而在區域法院及原訟法庭處理的案件，定罪率都超過9成。
刑事檢控專員楊美琪強調，《基本法》條確立的檢控獨立原則是運作基石，所有檢控決定均是按法律、證據和《檢控守則》作出，檢控人員不會考慮、亦不會受政治或個人利益、媒體或公眾的反應、個人感受或信念等因素影響，一切皆以...",2025-08-27 17:11,cradio,2025-08-27 17:15,2025-08-27 17:11:00,"律政司刑事檢控科發表年報，回顧去年的檢控工作。裁判法院共審理超過14.5萬宗刑事案件，以被告人數作統計，連同認罪案件，定罪率為68.9%，而在區域法院及原訟法庭處理的案件，定罪率都超過9成。

刑事檢控專員楊美琪強調，《基本法》條確立的檢控獨立原則是運作基石，所有檢控決定均是按法律、證據和《檢控守則》作出，檢控人員不會考慮、亦不會受政治或個人利益、媒體或公眾的反應、個人感受或信念等因素影響，一切皆以公眾利益為依歸，會繼續致力保持工作透明度及問責性，鞏固市民對本港刑事司法制度廉潔高效的信心。

年報指，隨着科技發展，利用人工智能、非同質化代幣、虛擬銀行、加密貨幣等的複雜犯罪活動也急劇增加，不僅對企業及個人造成重大損害，也對國家安全構成威脅。刑事檢控科轄下專責科技罪行的分科，以及早參與的策略，與執法機構定期開會，了解新興科技罪案的發展並適時提供法律指引，並積極參與制定有關網絡安全及科技罪行的新法例。"
2593755,世運會香港代表團凱旋儀式　蔡健斌：展現港人拼搏精神,https://www.881903.com/news/local/2593755,local,"港協暨奧委會為成都世運會香港代表團，舉行凱旋歡迎儀式。體育專員蔡健斌及港協暨奧委會會長霍震霆向運動員及團隊頒發表揚狀。
蔡健斌表示，世運會首次在內地舉行，港隊運動員不負眾望，充分展現香港人堅毅和拼搏的精神，突破歷屆成績，贏得3金2銀1銅獎牌。運動員在國際比賽上亮麗的成績，是香港推動精英運動員發展的豐碩成果，政府持續為精英運動員發展基金投入資源，向精英運動員和精英運動員項目提供全面支援；亦在今年第一...",2025-08-27 17:08,cradio,2025-08-27 17:15,2025-08-27 17:08:00,"港協暨奧委會為成都世運會香港代表團，舉行凱旋歡迎儀式。體育專員蔡健斌及港協暨奧委會會長霍震霆向運動員及團隊頒發表揚狀。

蔡健斌表示，世運會首次在內地舉行，港隊運動員不負眾望，充分展現香港人堅毅和拼搏的精神，突破歷屆成績，贏得3金2銀1銅獎牌。運動員在國際比賽上亮麗的成績，是香港推動精英運動員發展的豐碩成果，政府持續為精英運動員發展基金投入資源，向精英運動員和精英運動員項目提供全面支援；亦在今年第一季，完成精英運動員直接資助檢討，上調資助金額之餘，又對今次的世運會提供全面支援。社會能繼續作緊密合作，推動本地運動發展。"
2593754,油麻地男子與一對子女昏迷單位  現場檢染血刀,https://www.881903.com/news/local/2593754,local,"油麻地發生懷疑家庭暴力事件，一名男子與一對年幼子昏迷在單位內，現場檢獲一把染血利刀。
事發在下午3時許，警方接獲一名女子報案，指收到補習中心來電，報稱其8歲兒子缺席上補習班，女事主擔心丈夫與子女有危險，尋求警方協助，警員及消防到廣東道831號D的女事主住所，發現無人應門，消防破門入屋，發現女事主40多歲丈夫、3歲女兒及8歲兒子，昏迷在寓所內，兩名子女身上有刀傷，仍有微弱呼吸，送往廣華醫院急救。男子...",2025-08-27 17:05,cradio,2025-08-27 17:15,2025-08-27 17:05:00,"油麻地發生懷疑家庭暴力事件，一名男子與一對年幼子昏迷在單位內，現場檢獲一把染血利刀。

事發在下午3時許，警方接獲一名女子報案，指收到補習中心來電，報稱其8歲兒子缺席上補習班，女事主擔心丈夫與子女有危險，尋求警方協助，警員及消防到廣東道831號D的女事主住所，發現無人應門，消防破門入屋，發現女事主40多歲丈夫、3歲女兒及8歲兒子，昏迷在寓所內，兩名子女身上有刀傷，仍有微弱呼吸，送往廣華醫院急救。男子就昏迷送往伊利沙伯醫院救治。"
2593753,港元拆息全線升破3厘 分析指或減弱投資活動,https://www.881903.com/news/finance/2593753,finance,"港元拆息(HIBOR)全線升破3厘，隔夜拆息報3.12357厘，與按揭利率相關的一個月拆息報3.2331厘，同創1個月新高。
摩根士丹利表示，如果HIBOR持續維持在這個水平，投資者將變得更加謹慎，借貸需求也會減弱，可能對經濟造成負面影響。
星展香港財資市場部環球市場策略師李若凡表示，銀行在月尾和季尾囤積資金，導致今個星期的現金供應減少。她指，目前的利率在歷史標準下屬於偏高，意味著借貸需求可能會減...",2025-08-27 17:05,cradio,2025-08-27 17:15,2025-08-27 17:05:00,"港元拆息(HIBOR)全線升破3厘，隔夜拆息報3.12357厘，與按揭利率相關的一個月拆息報3.2331厘，同創1個月新高。

摩根士丹利表示，如果HIBOR持續維持在這個水平，投資者將變得更加謹慎，借貸需求也會減弱，可能對經濟造成負面影響。

星展香港財資市場部環球市場策略師李若凡表示，銀行在月尾和季尾囤積資金，導致今個星期的現金供應減少。她指，目前的利率在歷史標準下屬於偏高，意味著借貸需求可能會減弱。她預計受季節性因素影響，HIBOR將在9月底前保持高位。而一旦高利率持續半年以上，對經濟的影響將更加顯著。

流動性收緊下，港元周三兌美元升0.2%，至7.7764。"
2593752,羽毛球世錦賽丨「鄧謝配」闖混雙16強   馮彥哲黃東萍出局,https://www.881903.com/news/sports/2593752,sports,"在法國巴黎舉行的世界羽毛球標賽，本港混雙組合鄧俊文及謝影雪，晉級16強。

被列為5號種子的「鄧謝配」，在第2圈出戰印尼組合里諾夫及皮塔，以21:16及21:14，直落兩局勝出。

頭號種子、國家隊的馮彥哲及黃東萍，則爆冷出局，他們對丹麥組合基里斯蒂安森及保姬，激戰3局，輸1:2，比分是21:14、13:21及18:21。",2025-08-27 16:59,cradio,2025-08-27 17:15,2025-08-27 16:59:00,"在法國巴黎舉行的世界羽毛球標賽，本港混雙組合鄧俊文及謝影雪，晉級16強。

被列為5號種子的「鄧謝配」，在第2圈出戰印尼組合里諾夫及皮塔，以21:16及21:14，直落兩局勝出。

頭號種子、國家隊的馮彥哲及黃東萍，則爆冷出局，他們對丹麥組合基里斯蒂安森及保姬，激戰3局，輸1:2，比分是21:14、13:21及18:21。"
2593748,美團第二季經調整純利削89%　遠遜預期,https://www.881903.com/news/finance/2593748,finance,"美團(03690.HK)截至6月底止第二季經調整純利14.93億元人民幣，按年少89%，遠遜市場平均預期的86億元。收入有918億元人民幣，按年多11.7%，同樣差過市場預期。

第二季配送服務收入237億元人民幣，按年多2.8%；佣金收入264億元人民幣，按年多16%。",2025-08-27 16:55,cradio,2025-08-27 17:00,2025-08-27 16:55:00,"美團(03690.HK)截至6月底止第二季經調整純利14.93億元人民幣，按年少89%，遠遜市場平均預期的86億元。收入有918億元人民幣，按年多11.7%，同樣差過市場預期。

第二季配送服務收入237億元人民幣，按年多2.8%；佣金收入264億元人民幣，按年多16%。"
2593747,嘉華季內推北角「嘉居·天后」　料樓市今年升5%,https://www.881903.com/news/finance/2593747,finance,"嘉華國際(00173.HK) 旗下北角英皇道住宅項目「嘉居 ‧ 天后 」 ，日前上載售樓書，涉及74伙。嘉華國際營銷及市場策劃總經理（香港地產）朱美儀表示，正積極籌備銷售工作，希望在季內盡快推出市場。定價方面，她指除了參考同區之外，亦會參考港島區市價，以及地點接近鐵路站等因素。對於項目銷情預期，她指會按自己步伐，亦見到有需求存在，因此有信心。

對於差估署7月樓價指數連升四個月，朱美儀表示項目定價...",2025-08-27 16:52,cradio,2025-08-27 17:00,2025-08-27 16:52:00,"嘉華國際(00173.HK) 旗下北角英皇道住宅項目「嘉居 ‧ 天后 」 ，日前上載售樓書，涉及74伙。嘉華國際營銷及市場策劃總經理（香港地產）朱美儀表示，正積極籌備銷售工作，希望在季內盡快推出市場。定價方面，她指除了參考同區之外，亦會參考港島區市價，以及地點接近鐵路站等因素。對於項目銷情預期，她指會按自己步伐，亦見到有需求存在，因此有信心。

對於差估署7月樓價指數連升四個月，朱美儀表示項目定價有機會能夠更進取，有留意市況及施政報告，加上美國減息的預期對樓市都利好，她認為樓市有機會出現另一波上升爆發力，預計今年樓價有機會升5%。

朱美儀指，項目收到逾千宗查詢，其中有不少三房戶和家庭客，亦有區外和家長查詢，近來內地買家以至新移民都比較積極入市，認為政府引入專才有助樓市發展。"
2593745,七旬男子毒害狗隻罪成判監兩周准緩刑　警方：絕不容忍殘酷對待動物,https://www.881903.com/news/local/2593745,local,"一名72歲男子，今年2月在大角咀休憩花園內放置老鼠藥毒害狗隻，在西九龍裁判法院承認2項企圖殘酷對待動物罪，判處監禁2星期，緩刑2年。
警方表示，高度重視所有殘酷對待動物的案件，絕不容忍相關行為，將會持續透過動物守護計劃，與各持份者及市民，攜手合作，合力打擊殘酷對待動物的行為，提高市民對動物福祉的關注。",2025-08-27 16:42,cradio,2025-08-27 16:45,2025-08-27 16:42:00,"一名72歲男子，今年2月在大角咀休憩花園內放置老鼠藥毒害狗隻，在西九龍裁判法院承認2項企圖殘酷對待動物罪，判處監禁2星期，緩刑2年。

警方表示，高度重視所有殘酷對待動物的案件，絕不容忍相關行為，將會持續透過動物守護計劃，與各持份者及市民，攜手合作，合力打擊殘酷對待動物的行為，提高市民對動物福祉的關注。"
2593743,嶺大學生會成員校外派刊物被沒收　校方：未獲授權校內活動,https://www.881903.com/news/local/2593743,local,"有報道指，嶺南大學學生會成員近日在大學門外派發迎新刊物期間，被警員截查，亦有校園保安沒收同學手持刊物，又在開學禮提醒新生刊物「內容不盡正確」。
嶺南大學回覆查詢時引述上月中發表的聲明，指有關組織屬於外部註冊的社團，並未獲授權於大學進行任何活動，與大學不存在任何關係或聯繫，以及未獲大學支持、同意或授權繼續使用「嶺南大學」名稱；但就未有正面回應是否由校方報警、是否知悉事件，以及沒收刊物的原因。",2025-08-27 16:39,cradio,2025-08-27 16:45,2025-08-27 16:39:00,"有報道指，嶺南大學學生會成員近日在大學門外派發迎新刊物期間，被警員截查，亦有校園保安沒收同學手持刊物，又在開學禮提醒新生刊物「內容不盡正確」。

嶺南大學回覆查詢時引述上月中發表的聲明，指有關組織屬於外部註冊的社團，並未獲授權於大學進行任何活動，與大學不存在任何關係或聯繫，以及未獲大學支持、同意或授權繼續使用「嶺南大學」名稱；但就未有正面回應是否由校方報警、是否知悉事件，以及沒收刊物的原因。"
2593739,AI+行動意見推升芯片股 寒武紀一度越茅台成新股王,https://www.881903.com/news/finance/2593739,finance,"國務院印發《關於深入實施""人工智能+""行動的意見》，近期備受熱捧的A股人工智能芯片股寒武紀一度再升10%，超越貴州茅台成為""新股王""，但收市升幅收窄至3%。
寒武紀上半年營業收入28.8億元，按年增長逾43倍；淨利潤10.38億元，去年同期虧損5.3億元。今年股價累積升112%。中芯國際(00981.HK)H股一度升7%，高見60.3元，收報56.25元，升0.05元，逆市企穩。
東方證券稱，國務...",2025-08-27 16:14,cradio,2025-08-27 16:30,2025-08-27 16:14:00,"國務院印發《關於深入實施""人工智能+""行動的意見》，近期備受熱捧的A股人工智能芯片股寒武紀一度再升10%，超越貴州茅台成為""新股王""，但收市升幅收窄至3%。

寒武紀上半年營業收入28.8億元，按年增長逾43倍；淨利潤10.38億元，去年同期虧損5.3億元。今年股價累積升112%。中芯國際(00981.HK)H股一度升7%，高見60.3元，收報56.25元，升0.05元，逆市企穩。

東方證券稱，國務院印發""人工智能+""行動意見，將成為AI產業鏈的強心針，類似2015年的""互聯網+""政策，從上游算力到中游模型再到下游的AI應用，有望迎來需求與滲透的全面提升，商業化進程將明顯加速，政策紅利已至，看好AI產業鏈全面勢能釋放。

《深入實施""人工智能+""行動的意見》提出階段性目標：到2027年，新一代智能終端、智能體等應用普及率超70%，智能經濟核心產業規模快速增長；到2030年，新一代智能終端、智能體等應用普及率超90%，智能經濟成為我國經濟發展的重要增長極；到2035年，中國全面步入智能經濟和智能社會發展新階段。

意見部署6大重點行動，實現相關階段性目標，包括""人工智能+""科學技術、""人工智能+""產業發展、""人工智能+""消費提質、""人工智能+""民生福祉、""人工智能+""治理能力、""人工智能+""全球合作。

意見亦提出以行業應用需求為牽引，大力發展智能網聯汽車、人工智能手機和電腦、智能機器人、智能家居、智能穿戴等新一代智能終端；構建智能化情景交互學習模式，推動開展方式更靈活、資源更豐富的自主學習；有序推動人工智能在輔助診療、健康管理、醫保服務等場景的應用；有序推動市政基礎設施智能化改造升級等。

意見亦提出強化8項基礎支撐能力，包括提升模型基礎能力、加強數據供給創新、強化智能算力統籌、優化應用發展環境、促進開源生態繁榮、加強人才隊伍建設、強化政策法規保障、提升安全能力水平等。

聯合國大會亦都就全球人工智能治理通過決議，設立""人工智能獨立國際科學小組""，和""人工智能治理全球對話""機制，促進可持續發展和彌合數字鴻溝。聯合國將設立一個由40名專家組成的小組，以評估人工智能的風險、機遇和影響。聯合國亦將開展全球對話，開展政策討論並達成共識，以加強全球人工智能治理。"
2593738,港股轉跌收挫323點　華潤萬象績後挫9%農夫升7%,https://www.881903.com/news/finance/2593738,finance,"港股先升後回，恒生指數初段最多升129點，之後倒跌，尾市跌近400點，收市報25201點，跌323點，大市成交3713億元；國企指數9020點，跌128點；恒生科技指數5697點，跌84點。

科技股普遍向下，騰訊(00700.HK)跌逾1%，報599元，跌10.5元；美團(03690.HK)收市後公布業績，股價跌3%，報116.3元；京東(09618.HK)跌逾2%，報121.3元；快手(010...",2025-08-27 16:13,cradio,2025-08-27 16:30,2025-08-27 16:13:00,"港股先升後回，恒生指數初段最多升129點，之後倒跌，尾市跌近400點，收市報25201點，跌323點，大市成交3713億元；國企指數9020點，跌128點；恒生科技指數5697點，跌84點。

科技股普遍向下，騰訊(00700.HK)跌逾1%，報599元，跌10.5元；美團(03690.HK)收市後公布業績，股價跌3%，報116.3元；京東(09618.HK)跌逾2%，報121.3元；快手(01024.HK)跌逾3%，報76.45元。阿里巴巴(09988.HK)則升0.2元，報121.5元。

國務院發布深入實施「人工智能+」行動意見，推動AI與各產業領域廣泛深度融合，部分人工智能概念股上漲，商湯(00020.HK)升近9%，報2.08元；第四範式(06682.HK)升近6%，報63.5元。

手機設備股個別發展，藍思科技(06613.HK)升近8%，報27.98元；高偉電子(01415.HK)升近2%，報34.02元；比亞迪電子(00285.HK)跌3%，報38.66元；舜宇(02382.HK)跌近2%，報83.6元。

多隻消費股公布業績，農夫山泉(09633.HK)中期多賺22%，股價升逾7%，報50.3元，是全日升幅最大藍籌。安踏(02020.HK)半年少賺9%，股價跌逾1%，報101.6元；蜜雪集團(02097.HK)中期多賺43%，但毛利率跌至30.3%，股價跌逾5%，報460.4元。

中國平安(02318.HK)半年純利下跌8.8%，股價跌2%，報56.3元。

華潤置地(01109.HK)半年多賺16%，股價跌2%，報30.4元；同系的華潤萬象生活(01209.HK)半年多賺7.4%，股價跌9%，報37.84元，是全日跌幅最大藍籌。

中海外(00688.HK)中期少賺16%，股價跌近3%，報13.81元。

醫藥股受壓，石藥(01093.HK)跌逾6%，報9.72元；翰森製藥(03692.HK)跌逾5%，報35.52元；中生製藥(01177.HK)跌逾4%，報7.91元。"
2593737,第10屆一帶一路高峰論壇　下月舉行,https://www.881903.com/news/local/2593737,local,"第10屆「一帶一路高峰論壇」，下月10至11日在灣仔會展舉行。今年論壇以「合作求變，共建未來」為主題，邀請來自 18 個「一帶一路」沿綫國家和地區，超過90位官員及商人，包括馬來西亞交通部長陸兆福、埃塞俄比亞和土耳其的財政部長等出席，探討「一帶一路」最新政策與跨地區經濟合作。
主辦單位貿發局指，過去9年已邀請來自超過30個國家及地區的嘉賓出席，吸引超過4.5萬名與會者。過往論壇組織約5000多場的...",2025-08-27 16:12,cradio,2025-08-27 16:15,2025-08-27 16:12:00,"第10屆「一帶一路高峰論壇」，下月10至11日在灣仔會展舉行。今年論壇以「合作求變，共建未來」為主題，邀請來自 18 個「一帶一路」沿綫國家和地區，超過90位官員及商人，包括馬來西亞交通部長陸兆福、埃塞俄比亞和土耳其的財政部長等出席，探討「一帶一路」最新政策與跨地區經濟合作。

主辦單位貿發局指，過去9年已邀請來自超過30個國家及地區的嘉賓出席，吸引超過4.5萬名與會者。過往論壇組織約5000多場的商務對接會議，成功促成30多項基建及金融等領域的合作交易，推動「一帶一路」合作。"
2593736,貿促會在上合天津峰會前後舉辦一系列經貿活動,https://www.881903.com/news/china/2593736,china,"上合組織天津峰會下周日至周一舉行，中國貿促會將在峰會前後，與有關各方舉辦一系列經貿活動。明日在北京舉行的中國-烏茲別克經貿投資論壇，預計約600名兩國企業家參加，圍繞雙方貿易投資、地方合作等領域交流，加強務實合作。

貿促會下周二亦會與哈薩克舉行兩國企業家委員會會議，雙方500多名企業代表將圍繞能源、基礎設施、交通物流、產業鏈供應鏈合作等，探索合作機遇；同日亦會與馬來西亞-中國商務理事會，舉行兩國...",2025-08-27 16:11,cradio,2025-08-27 16:15,2025-08-27 16:11:00,"上合組織天津峰會下周日至周一舉行，中國貿促會將在峰會前後，與有關各方舉辦一系列經貿活動。明日在北京舉行的中國-烏茲別克經貿投資論壇，預計約600名兩國企業家參加，圍繞雙方貿易投資、地方合作等領域交流，加強務實合作。

貿促會下周二亦會與哈薩克舉行兩國企業家委員會會議，雙方500多名企業代表將圍繞能源、基礎設施、交通物流、產業鏈供應鏈合作等，探索合作機遇；同日亦會與馬來西亞-中國商務理事會，舉行兩國高層對話活動，聚焦探討經貿合作熱點領域；下周四就會協助巴基斯坦駐華使館，舉辦第二屆兩國B2B投資會議，圍繞電動汽車、太陽能、石油化工等9個重點領域洽談。

貿促會新聞發言人王冠男說，上合組織區域經濟合作不斷有新進展，工商界交流合作持續深化，歡迎各國積極參加有關經貿活動。"
2593734,外交部：中韓關係發展源於共同利益　不應受第三方影響,https://www.881903.com/news/china/2593734,china,"南韓總統李在明早前表示，韓方不能繼續走「安全靠美國，經濟靠中國」的路線，只能在美國的基本政策框架下作出判斷，強調會維護好雙邊關係。
在北京，外交部發言人郭嘉昆回應說，中韓關係發展源於雙方共同利益，不針對第三方，也不應受第三方因素的影響，健康、穩定、持續深化的中韓關係，符合兩國人民的根本利益，也有利於地區乃至世界的和平穩定與發展繁榮，強調中方對韓政策保持連續性、穩定性，希望韓方同中方相向而行，共同努...",2025-08-27 16:09,cradio,2025-08-27 16:15,2025-08-27 16:09:00,"南韓總統李在明早前表示，韓方不能繼續走「安全靠美國，經濟靠中國」的路線，只能在美國的基本政策框架下作出判斷，強調會維護好雙邊關係。

在北京，外交部發言人郭嘉昆回應說，中韓關係發展源於雙方共同利益，不針對第三方，也不應受第三方因素的影響，健康、穩定、持續深化的中韓關係，符合兩國人民的根本利益，也有利於地區乃至世界的和平穩定與發展繁榮，強調中方對韓政策保持連續性、穩定性，希望韓方同中方相向而行，共同努力推動中韓戰略合作夥伴關係，持續健康穩定發展。"
2593730,牛頭角有貨車剷上行人路撞傷3途人,https://www.881903.com/news/local/2593730,local,"牛頭角發生交通意外，3人受傷。

下午2時許，一輛輕型貨車沿彩榮路行駛，當駛至彩福邨彩和樓對開時，失控撞毀欄杆後再剷上行人路，車頭嚴重損毀，3名途人走避不及被撞倒，頭部及腳部受傷，2女1男傷者，分別送往伊利沙伯及聯合醫院治理。涉事貨車司機事後協助警方調查。",2025-08-27 15:45,cradio,2025-08-27 16:00,2025-08-27 15:45:00,"牛頭角發生交通意外，3人受傷。

下午2時許，一輛輕型貨車沿彩榮路行駛，當駛至彩福邨彩和樓對開時，失控撞毀欄杆後再剷上行人路，車頭嚴重損毀，3名途人走避不及被撞倒，頭部及腳部受傷，2女1男傷者，分別送往伊利沙伯及聯合醫院治理。涉事貨車司機事後協助警方調查。"
2593729,阿富汗喀布爾巴士翻側　最少26死27傷,https://www.881903.com/news/international/2593729,international,"阿富汗一架載客巴士在首都喀布爾附近的高速公路失控翻側，最少26人死亡，27人受傷。

事發在當地周三凌晨，巴士當時正由南部坎大哈省，駛往喀布爾。當地內政部相信，是司機魯莽駕駛導致意外。",2025-08-27 15:44,cradio,2025-08-27 16:00,2025-08-27 15:44:00,"阿富汗一架載客巴士在首都喀布爾附近的高速公路失控翻側，最少26人死亡，27人受傷。

事發在當地周三凌晨，巴士當時正由南部坎大哈省，駛往喀布爾。當地內政部相信，是司機魯莽駕駛導致意外。"
2593728,滬深股市收市跌逾1%　成交再破三萬億,https://www.881903.com/news/finance/2593728,finance,內地股市收市向下，上證綜合指數收市報3800點，跌68點，跌逾1%。深證成分指數12295點，跌178點，跌逾1%。兩市成交額31655億元人民幣。創業板指數跌18點。,2025-08-27 15:41,cradio,2025-08-27 16:00,2025-08-27 15:41:00,內地股市收市向下，上證綜合指數收市報3800點，跌68點，跌逾1%。深證成分指數12295點，跌178點，跌逾1%。兩市成交額31655億元人民幣。創業板指數跌18點。
2593726,外交部︰要求中方加入核裁軍談判不合理亦不現實,https://www.881903.com/news/china/2593726,china,"美國總統特朗普早前表示，美國和俄羅斯正討論削減核武庫存的問題，希望中國一併參與。在北京，交部發言人郭嘉昆回應指，中美核力量根本不在同一個量級，兩國的核政策戰略、安全環境也完全不同，要求中方加入中美俄三邊核裁軍談判，既不合理也不現實，強調擁有最大核武庫的國家理應履行核裁軍的特殊優先責任，進一步大幅實質削減核武庫存，為最終實現全面徹底核裁軍創造條件。
郭嘉昆重申，中國奉行不首先使用核武器政策，堅持自衛...",2025-08-27 15:33,cradio,2025-08-27 16:00,2025-08-27 15:33:00,"美國總統特朗普早前表示，美國和俄羅斯正討論削減核武庫存的問題，希望中國一併參與。在北京，交部發言人郭嘉昆回應指，中美核力量根本不在同一個量級，兩國的核政策戰略、安全環境也完全不同，要求中方加入中美俄三邊核裁軍談判，既不合理也不現實，強調擁有最大核武庫的國家理應履行核裁軍的特殊優先責任，進一步大幅實質削減核武庫存，為最終實現全面徹底核裁軍創造條件。

郭嘉昆重申，中國奉行不首先使用核武器政策，堅持自衛防禦核戰略，始終將自身核力量維持在國家安全需要的最低水平，不與任何國家搞軍備競賽，中國的核力量及核政策是對世界和平的重要貢獻。"
